FID,OBJECTID,barcode,species_co,fish_count,site_alias,start_date,start_time,finish_date,finish_time,adj_lat,adj_long1,water_dept,water_temp,code_meani,common_nam,code,family_nam,scientific,taxonomic_,code_statu,adj_long2,x,y,code_mean
222,223,108X,CARP,1,BRAND FS2,4/1/2014,12:45:00,4/1/2014,13:00:00,41.55697,41.55697,0,9.2,Day electrofishing (DC),Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.07779694,910522.8324,4612302.025, 
270,271,109X,CARP,10,BRAND FS3,4/1/2014,13:07:00,4/1/2014,13:22:00,41.54014,41.54014,0,9.2,Day electrofishing (DC),Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.08260345,910224.0557,4610409.575, 
212,213,103X,CARP,7,BRAND RS13,4/2/2014,11:38:00,4/2/2014,11:53:00,41.55677,41.55677,0,7.2,Day electrofishing (DC),Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.07700348,910585.2052,4612283.303, 
267,268,104X,CARP,12,BRAND RS14,4/2/2014,12:08:00,4/2/2014,12:23:00,41.54293,41.54293,0,7.2,Day electrofishing (DC),Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.08260345,910211.468,4610719.749, 
277,278,102X,CARP,1,BRAND RS12,4/2/2014,13:19:00,4/2/2014,13:34:00,41.52749,41.52749,0,7.2,Day electrofishing (DC),Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.08599854,910024.6606,4608988.608, 
335,336,106X,CARP,1,BRAND RS16,4/2/2014,9:48:00,4/2/2014,10:03:00,41.50953728,41.50953728,0,7.2,Day electrofishing (DC),Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09400177,909465.9959,4606956.336, 
362,363,100X,CARP,6,BRAND RS10,4/2/2014,10:45:00,4/2/2014,11:00:00,41.50642513,41.50642513,0,7.2,Day electrofishing (DC),Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.10030365,908963.4643,4606580.988, 
324,325,148Y,CARP,4,Brandon Rd.FS.3,4/3/2014,10:01:00,4/3/2014,10:15:00,41.51067972,41.51067972,0,0,Commercial gill net,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09279633,909564.629,4607089.249, 
329,330,150Y,CARP,2,Brandon Rd.RS.24,4/3/2014,10:32:00,4/3/2014,10:47:00,41.51219,41.51219,0,0,Commercial gill net,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09220123,909602.4092,4607259.687, 
340,341,147Y,CARP,2,Brandon Rd.RS.16,4/3/2014,9:36:00,4/3/2014,10:00:00,41.50768853,41.50768853,0,0,Commercial gill net,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09649658,909272.7885,4606739.345, 
351,352,146Y,CARP,2,Brandon Rd.RS.16,4/3/2014,12:10:00,4/3/2014,12:25:00,41.50700858,41.50700858,0,0,Commercial gill net,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09739685,909202.3448,4606659.575, 
231,232,141X,CARP,10,BRAND RS19,4/16/2014,9:11:00,4/16/2014,9:26:00,41.56069,41.56069,0,0,Day electrofishing (DC),Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.07790375,910485.2244,4612714.404, 
244,245,146X,CARP,27,BRAND RS24,4/16/2014,9:43:00,4/16/2014,9:58:00,41.55424,41.55424,0,0,Day electrofishing (DC),Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.07859802,910474.5933,4611995.06, 
258,259,140X,CARP,4,BRAND RS18,4/16/2014,10:49:00,4/16/2014,11:04:00,41.54282,41.54282,0,0,Day electrofishing (DC),Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.08190155,910270.0988,4610710.838, 
259,260,142X,CARP,22,BRAND RS20,4/16/2014,10:12:00,4/16/2014,10:27:00,41.5453,41.5453,0,0,Day electrofishing (DC),Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.08190155,910249.923,4610986.035, 
285,286,139X,CARP,1,BRAND RS17,4/16/2014,11:42:00,4/16/2014,11:57:00,41.51866,41.51866,0,0,Day electrofishing (DC),Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.08769989,909938.5369,4607999.774, 
296,297,143X,CARP,2,BRAND RS21,4/16/2014,12:03:00,4/16/2014,12:18:00,41.51528,41.51528,0,0,Day electrofishing (DC),Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.08899689,909852.2872,4607618.229, 
352,353,145X,CARP,1,BRAND RS23,4/16/2014,12:22:00,4/16/2014,12:37:00,41.50854365,41.50854365,0,0,Day electrofishing (DC),Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09619904,909295.691,4606835.932, 
224,225,136X,CARP,8,BRAND FS2,4/17/2014,13:27:00,4/17/2014,13:42:00,41.5571,41.5571,0,0,Day electrofishing (DC),Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.07779694,910518.825,4612316.283, 
242,243,135X,CARP,2,BRAND FS1,4/17/2014,13:02:00,4/17/2014,13:17:00,41.56513,41.56513,0,0,Day electrofishing (DC),Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.07839966,910421.4091,4613205.517, 
260,261,137X,CARP,1,BRAND FS3,4/17/2014,13:54:00,4/17/2014,14:09:00,41.53927,41.53927,0,0,Day electrofishing (DC),Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.08200073,910279.8658,4610315.815, 
300,301,202Y,CARP,2,Brandon Rd. RS.39,4/17/2014,8:25:00,4/17/2014,8:34:00,41.51335,41.51335,0,0,Commercial gill net,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.08950043,909824.3693,4607401.58, 
306,307,203Y,CARP,6,Bandron Rd. RS.37,4/17/2014,8:38:00,4/17/2014,8:53:00,41.51134973,41.51134973,0,0,Commercial gill net,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09210205,909613.2602,4607166.674, 
307,308,138X,CARP,6,BRAND FS4,4/17/2014,13:39:00,4/17/2014,13:54:00,41.51137973,41.51137973,0,0,Day electrofishing (DC),Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09220123,909609.8858,4607169.825, 
326,327,208Y,CARP,2,Brandon Rd. RS.28,4/17/2014,10:11:00,4/17/2014,10:23:00,41.51245,41.51245,0,0,Commercial gill net,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09210205,909610.9566,4607289.145, 
334,335,204Y,CARP,10,Brandon Rd. FS.3,4/17/2014,8:57:00,4/17/2014,9:15:00,41.50871728,41.50871728,0,0,Commercial gill net,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09400177,909473.7259,4606865.404, 
215,216,183X,CARP,4,BRAND RS29,4/26/2014,11:11:00,4/26/2014,11:26:00,41.55602,41.55602,0,0,Day electrofishing (DC),Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.07710266,910582.3269,4612199.564, 
221,222,176X,CARP,19,BRAND FS2,4/26/2014,10:50:00,4/26/2014,11:05:00,41.55659,41.55659,0,0,Day electrofishing (DC),Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.07779694,910525.2437,4612259.819, 
232,233,175X,CARP,3,BRAND FS1,4/26/2014,10:13:00,4/26/2014,10:28:00,41.56107,41.56107,0,0,Day electrofishing (DC),Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.07800293,910475.812,4612756.211, 
245,246,184X,CARP,5,BRAND RS30,4/26/2014,11:28:00,4/26/2014,11:43:00,41.54985,41.54985,0,0,Day electrofishing (DC),Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.07879639,910482.0726,4611506.302, 
264,265,180X,CARP,3,BRAND RS26,4/26/2014,12:10:00,4/26/2014,12:25:00,41.53888,41.53888,0,0,Day electrofishing (DC),Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.08249664,910242.2271,4610270.209, 
305,306,178X,CARP,1,BRAND FS4,4/26/2014,13:05:00,4/26/2014,13:20:00,41.51112973,41.51112973,0,0,Day electrofishing (DC),Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09210205,909614.651,4607142.239, 
364,365,182X,CARP,9,BRAND RS28,4/26/2014,13:40:00,4/26/2014,13:55:00,41.50465514,41.50465514,0,0,Day electrofishing (DC),Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.10070038,908937.0473,4606382.261, 
314,315,12Z,CARP,2,BRAND HN4,4/28/2014,15:01:00,4/30/2014,10:20:00,41.51107973,41.51107973,0,0,"Hoop netting, 6' diameter",Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09230042,909597.7695,4607135.707, 
327,328,236Y,CARP,2,Brandon Rd.,5/1/2014,8:57:00,5/1/2014,9:10:00,41.51013972,41.51013972,0,0,Commercial gill net,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09300232,909552.1185,4607028.365, 
332,333,238Y,CARP,3,Brandon Rd.,5/1/2014,9:27:00,5/1/2014,9:38:00,41.50905728,41.50905728,0,0,Commercial gill net,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09390259,909481.1318,4606903.712, 
210,211,247X,CARP,8,BRAND FS3,5/13/2014,10:22:00,5/13/2014,10:37:00,41.53934,41.53934,0,0,Day electrofishing (DC),Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.08209991,910274.3288,4610323.299, 
236,237,245X,CARP,2,BRAND FS1,5/13/2014,9:27:00,5/13/2014,9:42:00,41.56778,41.56778,0,0,Day electrofishing (DC),Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.07820129,910415.4111,4613500.469, 
303,304,248X,CARP,12,BRAND FS4,5/13/2014,10:55:00,5/13/2014,11:10:00,41.51136973,41.51136973,0,0,Day electrofishing (DC),Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09200287,909625.8726,4607169.621, 
368,369,246X,CARP,31,BRAND FS2,5/13/2014,9:50:00,5/13/2014,10:05:00,41.52296,41.52296,0,0,Day electrofishing (DC),Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.08650208,910012.5821,4608483.141, 
274,275,396Y,CARP,1,Brandon RS64,5/14/2014,9:42:00,5/14/2014,9:59:00,41.53182,41.53182,0,0,Commercial gill net,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.08370209,910185.0847,4609480.248, 
218,219,256X,CARP,19,BRAND RS40,5/15/2014,9:38:00,5/15/2014,9:53:00,41.5573,41.5573,0,0,Day electrofishing (DC),Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.07759857,910532.8317,4612339.369, 
287,288,254X,CARP,2,BRAND RS38,5/15/2014,10:12:00,5/15/2014,10:27:00,41.51823,41.51823,0,0,Day electrofishing (DC),Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.08789825,909927.2466,4607951.216, 
298,299,252X,CARP,8,BRAND RS36,5/15/2014,10:37:00,5/15/2014,10:52:00,41.51591,41.51591,0,0,Day electrofishing (DC),Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.0891037,909839.3854,4607687.695, 
311,312,368Y,CARP,2,Brandon AS.5,5/15/2014,8:20:00,5/15/2014,8:35:00,41.51096973,41.51096973,0,0,Commercial gill net,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09230042,909606.1083,4607123.924, 
322,323,253X,CARP,3,BRAND RS37,5/15/2014,10:44:00,5/15/2014,10:59:00,41.51079973,41.51079973,0,0,Day electrofishing (DC),Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09259796,909581.0681,4607103.556, 
325,326,255X,CARP,3,BRAND RS39,5/15/2014,10:59:00,5/15/2014,11:14:00,41.51000972,41.51000972,0,0,Day electrofishing (DC),Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09279633,909566.3164,4607014.688, 
336,337,367Y,CARP,1,Brandon AS.4,5/15/2014,8:07:00,5/15/2014,8:18:00,41.51,41.51,0,0,Commercial gill net,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09329987,909525.1673,4607011.263, 
347,348,251X,CARP,6,BRAND RS35,5/15/2014,11:36:00,5/15/2014,11:51:00,41.50975,41.50975,0,0,Day electrofishing (DC),Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09490204,909392.3487,4606975.85, 
357,358,364Y,CARP,1,Brandon AS.1,5/15/2014,7:30:00,5/15/2014,7:40:00,41.50446,41.50446,0,0,Commercial gill net,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09940338,909053.114,4606367.111, 
361,362,366Y,CARP,0,Brandon AS.3,5/15/2014,7:52:00,5/15/2014,8:03:00,41.50538513,41.50538513,0,0,Commercial gill net,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.10019684,908978.3063,4606465.946, 
302,303,50Z,CARP,16,BRAN HN4,5/21/2014,12:56:00,5/23/2014,11:06:00,41.51113973,41.51113973,0,0,"Hoop netting, 6' diameter",Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09200287,909627.9637,4607144.111, 
228,229,458X,CARP,37,BRAND FS2,5/27/2014,13:02:00,5/27/2014,13:17:00,41.55688,41.55688,0,0,Day electrofishing (DC),Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.07790375,910517.0385,4612291.665, 
235,236,457X,CARP,2,BRAND FS1,5/27/2014,12:43:00,5/27/2014,12:58:00,41.563,41.563,0,0,Day electrofishing (DC),Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.07820129,910448.2903,4612969.702, 
265,266,459X,CARP,8,BRAND FS3,5/27/2014,13:28:00,5/27/2014,13:43:00,41.5395,41.5395,0,0,Day electrofishing (DC),Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.08260345,910233.8414,4610338.818, 
309,310,460X,CARP,12,BRAND FS4,5/27/2014,14:05:00,5/27/2014,14:20:00,41.51143973,41.51143973,0,0,Day electrofishing (DC),Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09220123,909606.9587,4607176.344, 
208,209,479X,CARP,7,BRAND RS47,5/29/2014,9:49:00,5/29/2014,10:04:00,41.54721,41.54721,0,0,Day electrofishing (DC),Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.08010101,910391.2344,4611206.935, 
211,212,480X,CARP,4,BRAND RS48,5/29/2014,10:26:00,5/29/2014,10:41:00,41.54171,41.54171,0,0,Day electrofishing (DC),Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.0821991,910251.0318,4610586.061, 
248,249,473X,CARP,4,BRAND RS41,5/29/2014,9:25:00,5/29/2014,9:40:00,41.54938,41.54938,0,0,Day electrofishing (DC),Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.08029938,910359.0131,4611446.902, 
251,252,469Y,CARP,3,Brandon RS75,5/29/2014,9:16:00,5/29/2014,9:30:00,41.54845,41.54845,0,0,Commercial gill net,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.08049774,910347.7228,4611342.626, 
278,279,468Y,CARP,2,Brandon RS78,5/29/2014,9:01:00,5/29/2014,9:14:00,41.52406,41.52406,0,0,Commercial gill net,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.08630371,910022.1764,4608606.261, 
284,285,467Y,CARP,3,Brandon RS70,5/29/2014,8:47:00,5/29/2014,9:00:00,41.52273,41.52273,0,0,Commercial gill net,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.08740234,909935.7077,4608453.132, 
289,290,466Y,CARP,1,Brandon RS73,5/29/2014,8:33:00,5/29/2014,8:46:00,41.52005,41.52005,0,0,Commercial gill net,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.08809662,909897.8982,4608152.346, 
295,296,478X,CARP,4,BRAND RS46,5/29/2014,10:58:00,5/29/2014,11:13:00,41.51737,41.51737,0,0,Day electrofishing (DC),Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.08889771,909848.6194,4607850.908, 
299,300,477X,CARP,2,BRAND RS45,5/29/2014,11:19:00,5/29/2014,11:34:00,41.51388,41.51388,0,0,Day electrofishing (DC),Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.0891037,909847.7678,4607461.97, 
315,316,476X,CARP,3,BRAND RS44,5/29/2014,11:35:00,5/29/2014,11:50:00,41.51041973,41.51041973,0,0,Day electrofishing (DC),Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.0923996,909598.7572,4607062.22, 
328,329,440Y,CARP,4,Brandon RS77,5/29/2014,10:05:00,5/29/2014,10:16:00,41.51035972,41.51035972,0,0,Commercial gill net,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09300232,909546.9062,4607052.583, 
338,339,475X,CARP,1,BRAND RS43,5/29/2014,11:56:00,5/29/2014,12:11:00,41.51098,41.51098,0,0,Day electrofishing (DC),Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09339905,909511.3308,4607119.675, 
349,350,438Y,CARP,17,Brandon RS66,5/29/2014,9:27:00,5/29/2014,9:40:00,41.50716859,41.50716859,0,0,Commercial gill net,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09660339,909265.6702,4606681.005, 
356,357,433Y,CARP,3,Brandon RS68,5/29/2014,8:11:00,5/29/2014,8:22:00,41.5070622,41.5070622,0,0,Commercial gill net,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09799957,909153.4018,4606662.768, 
359,360,435Y,CARP,3,Brandon RS76,5/29/2014,8:41:00,5/29/2014,8:53:00,41.50580513,41.50580513,0,0,Commercial gill net,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09919739,909059.1029,4606517.336, 
367,368,437Y,CARP,9,Brandon RS71,5/29/2014,9:15:00,5/29/2014,9:25:00,41.50463515,41.50463515,0,0,Commercial gill net,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.10160065,908863.9178,4606375.88, 
219,220,486X,CARP,7,BRAND FS2,6/9/2014,14:05:00,6/9/2014,14:20:00,41.55798,41.55798,0,0,Day electrofishing (DC),Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.07779694,910518.9694,4612414.351, 
240,241,485X,CARP,1,BRAND FS1,6/9/2014,13:43:00,6/9/2014,13:58:00,41.56595,41.56595,0,0,Day electrofishing (DC),Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.07830048,910418.7512,4613296.739, 
319,320,488X,CARP,7,BRAND FS4,6/9/2014,15:50:00,6/9/2014,16:05:00,41.51100973,41.51100973,0,0,Day electrofishing (DC),Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09249878,909588.6578,4607127.388, 
205,206,496X,CARP,13,BRAND RS56,6/10/2014,14:30:00,6/10/2014,14:45:00,41.55171,41.55171,0,0,Day electrofishing (DC),Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.07900238,910454.3603,4611711.982, 
316,317,490X,CARP,8,BRAND RS50,6/10/2014,10:03:00,6/10/2014,10:18:00,41.51094973,41.51094973,0,0,Day electrofishing (DC),Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.0923996,909592.8588,4607120.941, 
341,342,492X,CARP,8,BRAND RS52,6/10/2014,10:23:00,6/10/2014,10:38:00,41.50860993,41.50860993,0,0,Day electrofishing (DC),Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09529877,909371.0965,4606847.606, 
355,356,495X,CARP,18,BRAND RS55,6/10/2014,11:04:00,6/10/2014,11:19:00,41.5076722,41.5076722,0,0,Day electrofishing (DC),Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09750366,909190.3176,4606732.837, 
237,238,177Z,CARP,2,BRAND HN1,6/23/2014,12:46:00,6/25/2014,8:51:00,41.56803,41.56803,0,0,"Hoop netting, 6' diameter",Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.07830048,910412.5518,4613528.164, 
257,258,174Z,CARP,2,BRAND MF2,6/23/2014,13:12:00,6/24/2014,12:55:00,41.54002,41.54002,0,0,Mini fyke netting,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.08139801,910329.8654,4610402.241, 
317,318,176Z,CARP,1,BRAND MF4,6/23/2014,14:08:00,6/24/2014,13:30:00,41.50998973,41.50998973,0,0,Mini fyke netting,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09249878,909595.106,4607014.098, 
217,218,506X,CARP,18,BRAND FS2,7/7/2014,13:38:00,7/7/2014,13:53:00,41.55698,41.55698,0,0,Day electrofishing (DC),Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.07749939,910545.6828,4612304.445, 
238,239,505X,CARP,2,BRAND FS1,7/7/2014,13:12:00,7/7/2014,13:27:00,41.56561,41.56561,0,0,Day electrofishing (DC),Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.07830048,910425.3636,4613259.23, 
247,248,510X,CARP,14,BRAND RS58,7/7/2014,13:20:00,7/7/2014,13:35:00,41.54915,41.54915,0,0,Day electrofishing (DC),Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.08029938,910364.291,4611421.574, 
250,251,513X,CARP,1,BRAND RS61,7/7/2014,13:48:00,7/7/2014,15:03:00,41.54591,41.54591,0,0,Day electrofishing (DC),Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.08049774,910367.0111,4611060.692, 
292,293,512X,CARP,4,BRAND RS60,7/7/2014,14:12:00,7/7/2014,14:27:00,41.51448,41.51448,0,0,Day electrofishing (DC),Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.08869934,909884.735,4607530.933, 
313,314,508X,CARP,13,BRAND FS4,7/7/2014,12:30:00,7/7/2014,12:45:00,41.51049973,41.51049973,0,0,Day electrofishing (DC),Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09230042,909602.0732,4607071.323, 
223,224,617X,CARP,3,BRAND FS2,7/21/2014,10:08:00,7/21/2014,10:23:00,41.55749,41.55749,0,0,Day electrofishing (DC),Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.07779694,910518.8963,4612359.745, 
239,240,616X,CARP,3,BRAND FS1,7/21/2014,9:40:00,7/21/2014,9:50:00,41.56603,41.56603,0,0,Day electrofishing (DC),Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.07830048,910419.5163,4613305.698, 
273,274,618X,CARP,7,BRAND FS3,7/21/2014,10:42:00,7/21/2014,10:57:00,41.54021,41.54021,0,0,Day electrofishing (DC),Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.08270264,910214.6989,4610416.841, 
330,331,626X,CARP,1,BRAND RS71,7/23/2014,10:54:00,7/23/2014,11:09:00,41.506841,41.506841,0,0,Day electrofishing (DC),Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09760284,909184.7972,4606639.905, 
343,344,623X,CARP,2,BRAND RS68,7/23/2014,11:11:00,7/23/2014,11:26:00,41.50803852,41.50803852,0,0,Day electrofishing (DC),Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09680176,909243.8239,4606776.697, 
353,354,621X,CARP,3,BRAND RS66,7/23/2014,11:50:00,7/23/2014,12:05:00,41.50810366,41.50810366,0,0,Day electrofishing (DC),Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09660339,909261.5253,4606784.961, 
360,361,625X,CARP,11,BRAND RS70,7/23/2014,12:20:00,7/23/2014,12:35:00,41.50607513,41.50607513,0,0,Day electrofishing (DC),Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09960175,909022.3646,4606545.334, 
268,269,538Y,CARP,1,Brandon RS91,7/24/2014,7:44:00,7/24/2014,7:59:00,41.54477,41.54477,0,0,Commercial gill net,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.08260345,910197.2603,4610923.972, 
372,373,504Y,CARP,2,Brandon RS79,7/24/2014,8:32:00,7/24/2014,8:46:00,41.50488114,41.50488114,0,0,Commercial gill net,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.10109711,908903.7715,4606405.554, 
252,253,614Y,CARP,4,Brandon RS102,8/7/2014,9:02:00,8/7/2014,9:17:00,41.54882,41.54882,0,0,Commercial gill net,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.08059692,910342.1938,4611383.54, 
275,276,610Y,CARP,1,Brandon RS104,8/7/2014,7:55:00,8/7/2014,8:10:00,41.5353,41.5353,0,0,Commercial gill net,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.08390045,910145.8484,4609865.789, 
276,277,579Y,CARP,3,Brandon RS96,8/7/2014,9:40:00,8/7/2014,9:55:00,41.51543991,41.51543991,0,0,Commercial gill net,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.08869934,909870.7449,4607637.099, 
297,298,578Y,CARP,9,Brandon RS92,8/7/2014,9:17:00,8/7/2014,9:30:00,41.51505,41.51505,0,0,Commercial gill net,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.0891037,909846.0992,4607592.248, 
344,345,575Y,CARP,1,Brandon RS95,8/7/2014,8:32:00,8/7/2014,8:50:00,41.50854993,41.50854993,0,0,Commercial gill net,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09539795,909358.0991,4606840.181, 
282,283,666Y,CARP,1,BRAND AS1,8/12/2014,8:09:00,8/12/2014,8:21:00,41.52457,41.52457,0,0,Commercial gill net,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.0868988,909968.6397,4608660.039, 
288,289,672Y,CARP,1,BRAND AS7,8/12/2014,9:49:00,8/12/2014,10:05:00,41.51803,41.51803,0,0,Commercial gill net,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.08799744,909920.2327,4607928.53, 
291,292,669Y,CARP,5,BRAND AS4,8/12/2014,9:01:00,8/12/2014,9:14:00,41.51982,41.51982,0,0,Commercial gill net,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.08840179,909870.6948,4608125.167, 
301,302,673Y,CARP,1,BRAND AS8,8/12/2014,10:09:00,8/12/2014,10:21:00,41.51138973,41.51138973,0,0,Commercial gill net,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09190369,909630.2048,4607172.096, 
337,338,674Y,CARP,1,BRAND AS9,8/12/2014,10:23:00,8/12/2014,10:38:00,41.50866,41.50866,0,0,Commercial gill net,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09339905,909525.9916,4606861.995, 
345,346,675Y,CARP,1,BRAND AS10,8/12/2014,10:40:00,8/12/2014,10:54:00,41.50828993,41.50828993,0,0,Commercial gill net,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09539795,909357.8308,4606811.194, 
